FID	place_name	category1	dem_MEAN	fac_MEAN	distance_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	DEM_RANGE
28674	頂溪心	溪頂	17.12 	103.18 	554.05 	0.73 	93.37 	0.01 	5
1979	溪頂	溪頂	26.17 	49.84 	350.99 	0.79 	9.60 	0.01 	10
39311	頂石頭溪	溪頂	27.02 	224.92 	259.59 	0.57 	7.72 	0.07 	18
19953	頂過溪	溪頂	29.21 	26.46 	277.21 	0.54 	51.22 	0.26 	9
11459	頂溪洲	溪頂	44.53 	179.53 	229.70 	2.73 	94.25 	0.04 	33
11471	頂礁溪	溪頂	49.25 	318.24 	223.57 	13.28 	12.50 	0.21 	149
15735	頂溪洲仔	溪頂	49.70 	56.11 	255.92 	15.24 	6.03 	0.16 	99
27974	頂雙溪街	溪頂	64.59 	498.76 	295.90 	0.65 	336.79 	0.01 	248
4344	頂洽溪	溪頂	77.32 	596.51 	505.51 	30.74 	976.94 	0.58 	23
2641	頂溪洲	溪頂	81.45 	1909.33 	206.25 	1.71 	37.10 	0.02 	19
11458	頂溪洲	溪頂	86.34 	28.84 	401.13 	1.40 	279.59 	0.48 	24
36206	頂溪心	溪頂	88.89 	188.47 	360.35 	22.55 	9.48 	0.22 	98
31198	酒甕溪頂	溪頂	113.99 	176.61 	309.22 	22.22 	150.74 	0.39 	116
11472	頂雙溪	溪頂	126.98 	166.94 	1394.23 	20.25 	517.51 	0.25 	118
15917	頂溪州	溪頂	252.11 	268.50 	229.17 	0.40 	316.88 	0.01 	339
22743	頂過溪	溪頂	519.34 	16.30 	249.34 	0.41 	3.25 	0.02 	481
16860	斷溪灣子	溪灣	39.33 	1626.03 	737.90 	1.55 	19.01 	0.42 	39
877	溪仔灣	溪灣	54.53 	1358.27 	293.02 	13.34 	53.99 	0.03 	119
16812	礁溪灣	溪灣	277.70 	5530.06 	1083.54 	20.97 	8.80 	0.01 	380
29249	乾溪灣	溪灣	458.71 	53.43 	599.86 	0.61 	354.44 	0.01 	341
3236	漢墘	墘	0.05 	43.77 	529.82 	0.94 	15.09 	0.01 	2
13672	田墘厝	墘	0.17 	12.41 	223.67 	3.58 	246.41 	0.45 	3
18490	港仔墘	墘	0.52 	155.31 	199.65 	1.07 	32.98 	0.01 	6
5432	海墘仔角	墘	0.57 	34.48 	706.67 	0.57 	6.63 	0.01 	5
38119	海墘仔角	墘	0.57 	133.89 	302.22 	9.52 	4.54 	0.14 	5
2527	海墘厝	墘	0.79 	77.65 	277.32 	1.05 	110.28 	0.47 	4
34655	岩壁墘	墘	0.88 	156.60 	737.20 	0.84 	5.97 	0.27 	49
38577	塭仔墘	墘	1.00 	62.01 	323.30 	18.67 	5.24 	0.01 	4
18512	港墘子	墘	1.34 	445.15 	369.72 	0.67 	15.09 	0.06 	4
2311	港墘	墘	1.37 	35.48 	429.18 	0.77 	4.78 	0.01 	4
33792	港墘	墘	1.37 	13.33 	371.48 	22.33 	145.40 	0.38 	4
19047	海墘社區	墘	1.52 	1284.07 	540.12 	15.53 	131.88 	0.01 	7
39398	海墘仔	墘	1.59 	10.01 	243.65 	2.13 	206.41 	0.01 	4
295	港墘	墘	1.68 	26.45 	686.94 	15.34 	235.29 	0.24 	9
38569	海墘	墘	1.75 	5076.21 	296.05 	0.86 	125.24 	0.11 	9
3798	港墘仔	墘	1.76 	1670.84 	266.98 	22.37 	129.26 	0.00 	8
18514	港墘社區	墘	1.77 	302.65 	367.47 	0.64 	36.43 	0.18 	6
34968	港仔墘	墘	1.81 	20.08 	496.60 	3.96 	57.59 	0.46 	6
28037	港墘厝	墘	2.16 	79.31 	358.01 	6.08 	10.69 	0.44 	5
33167	下海墘	墘	2.20 	258.72 	408.51 	7.69 	24.67 	0.27 	7
32040	下海墘	墘	2.24 	159.93 	232.78 	1.06 	677.37 	0.01 	7
33168	下海墘厝	墘	2.24 	370.51 	761.81 	17.17 	301.60 	0.01 	7
2305	田仔墘	墘	2.25 	249.12 	1165.32 	3.65 	19.53 	0.03 	5
33782	田仔墘	墘	2.25 	253.44 	234.93 	1.48 	5.55 	0.02 	5
39418	港仔墘	墘	2.28 	31.52 	777.95 	28.82 	66.79 	0.01 	5
534	港仔墘	墘	2.35 	44.56 	530.22 	13.53 	88.31 	0.02 	32
36426	車路墘	墘	2.54 	105.69 	320.06 	21.68 	9.72 	0.01 	8
18513	港墘手	墘	2.66 	1402.22 	400.99 	0.72 	8.00 	0.17 	5
35297	海墘	墘	2.94 	187.87 	783.63 	0.75 	634.17 	0.24 	8
29656	海墘厝	墘	2.96 	106.95 	564.84 	3.23 	7.07 	0.12 	4
31514	港墘寮仔	墘	2.97 	256.07 	393.12 	20.46 	317.22 	0.41 	2
11862	港墘	墘	3.01 	12.92 	497.34 	6.10 	123.52 	0.09 	3
29635	田仔墘	墘	3.07 	1258.20 	632.84 	1.12 	94.61 	0.17 	6
36953	車路墘	墘	3.08 	95.55 	857.49 	1.09 	5.55 	0.45 	8
7065	海墘厝	墘	3.12 	39.22 	622.80 	6.51 	132.75 	0.10 	19
1923	新港墘街	墘	3.22 	207.97 	181.25 	0.65 	195.00 	0.17 	12
23751	新港墘街	墘	3.22 	34.35 	269.84 	1.38 	19.73 	0.19 	12
28868	海墘厝	墘	3.56 	40.61 	232.74 	14.98 	100.30 	0.01 	6
25839	海墘仔	墘	4.00 	168.33 	600.84 	0.77 	43.28 	0.01 	32
23658	車路墘	墘	4.09 	99.71 	514.26 	0.99 	63.57 	0.20 	8
27487	港墘寮	墘	4.37 	34.36 	375.31 	19.06 	118.40 	0.08 	6
18491	港仔墘	墘	4.67 	1690.98 	275.00 	4.64 	114.70 	0.02 	5
36363	港仔墘	墘	4.67 	46.97 	328.68 	24.94 	502.22 	0.24 	5
11863	港墘寮	墘	4.83 	20.92 	293.76 	2.97 	397.84 	0.19 	11
23636	港墘	墘	5.04 	976.10 	338.24 	1.84 	123.32 	0.49 	12
20715	窟仔墘	墘	5.07 	132.60 	425.79 	5.89 	339.61 	0.08 	11
15510	內海墘莊	墘	5.28 	1060.71 	319.26 	10.73 	238.01 	0.02 	11
9237	陂仔墘	墘	5.33 	2198.53 	223.32 	18.33 	62.62 	0.02 	7
29885	陂仔墘	墘	5.33 	6308.51 	321.87 	24.20 	138.15 	0.01 	7
6208	內海墘	墘	6.00 	317.41 	263.40 	18.94 	57.67 	0.02 	11
19046	海墘	墘	6.18 	20.45 	554.85 	9.02 	3.34 	0.01 	17
29141	田岸墘	墘	6.45 	114.65 	162.62 	1.56 	3.88 	0.03 	10
25621	菅林墘	墘	6.51 	359.09 	492.41 	33.42 	15.52 	0.04 	15
363	後港墘	墘	6.70 	120.93 	383.55 	17.34 	316.25 	0.27 	145
6211	外海墘	墘	6.81 	25.94 	282.62 	1.35 	369.68 	0.02 	12
29950	港仔墘	墘	7.09 	37.11 	478.41 	10.23 	127.70 	0.56 	4
29638	港墘	墘	7.86 	123.03 	670.59 	1.85 	586.32 	0.29 	8
31347	北嶺墘	墘	8.94 	105.15 	440.97 	5.58 	128.45 	0.27 	8
10150	北港墘	墘	9.14 	65.31 	401.24 	11.58 	10.15 	0.01 	8
20848	北港墘	墘	9.23 	36.31 	343.18 	4.42 	77.02 	0.02 	8
38311	北港墘	墘	9.23 	21.82 	274.63 	0.70 	4.52 	0.15 	8
15282	南港墘	墘	9.37 	392.08 	375.26 	9.66 	560.65 	0.15 	9
20846	南港墘	墘	9.88 	1871.37 	420.32 	10.85 	209.00 	0.13 	9
38309	南港墘	墘	9.88 	17.29 	960.22 	0.65 	8.74 	0.01 	9
20847	港墘	墘	9.98 	138.04 	473.88 	1.53 	235.18 	0.16 	9
38310	港墘	墘	9.98 	27.76 	276.40 	0.63 	139.29 	0.10 	9
954	港仔墘	墘	10.39 	205.54 	355.50 	2.05 	78.05 	0.05 	52
29082	臭崛墘	墘	12.06 	74.60 	366.10 	11.86 	6.43 	0.02 	12
1279	港墘厝	墘	12.37 	47.80 	461.44 	0.58 	8.58 	0.01 	9
23483	林墘	墘	14.42 	91.11 	249.02 	2.17 	498.13 	0.02 	23
1457	田墘黃	墘	15.41 	125.51 	391.56 	0.37 	152.51 	0.03 	49
6493	田墘	墘	15.84 	117.93 	339.19 	20.19 	28.34 	0.02 	23
28710	海墘厝	墘	18.29 	686.44 	252.53 	27.18 	291.34 	0.34 	5
8983	橋仔墘	墘	19.08 	231.96 	499.17 	0.79 	9.83 	0.01 	15
18511	港墘	墘	21.71 	140.30 	321.76 	27.74 	7.59 	0.49 	147
31067	大路墘	墘	23.15 	14.44 	210.67 	0.97 	25.80 	0.02 	10
34204	?墘	墘	23.36 	123.96 	399.82 	2.91 	504.51 	0.01 	13
16390	?墘	墘	23.41 	51.57 	726.26 	13.30 	10.41 	0.01 	13
10817	陂墘	墘	23.67 	4778.95 	467.22 	10.36 	9.84 	0.03 	213
5197	港墘	墘	23.89 	94.18 	275.66 	17.16 	299.92 	0.27 	7
11861	港墘	墘	23.89 	38.07 	795.90 	0.92 	89.60 	0.01 	7
14752	田墘	墘	24.12 	789.27 	343.92 	1.37 	129.61 	0.40 	9
7605	大陂墘	墘	24.91 	1940.95 	206.70 	9.06 	45.59 	0.14 	8
27707	大陂墘	墘	24.91 	11382.24 	855.81 	1.80 	12.33 	0.01 	8
39112	田墘	墘	26.33 	98.09 	257.69 	4.00 	5.38 	0.02 	11
1483	田墘	墘	27.05 	218.12 	467.16 	27.91 	101.65 	0.01 	76
19556	哇墘	墘	27.23 	381.51 	371.17 	0.53 	36.14 	0.25 	29
17542	墘厝	墘	28.84 	56.30 	327.70 	1.07 	12.53 	0.01 	14
28749	墘厝	墘	28.99 	51.50 	426.77 	21.85 	12.58 	0.35 	14
26240	田墘角	墘	29.96 	47.04 	509.43 	0.79 	221.86 	0.08 	5
37253	大堀墘	墘	30.99 	46.59 	592.92 	8.83 	18.28 	0.32 	25
28698	大路墘	墘	31.06 	93.75 	278.89 	0.74 	8.62 	0.17 	7
1029	港墘	墘	33.41 	318.94 	251.12 	15.30 	180.18 	0.02 	205
8718	港墘仔	墘	54.33 	23.46 	781.78 	5.14 	284.73 	0.00 	144
19045	海墘	墘	55.10 	184.83 	242.35 	21.94 	505.35 	0.03 	331
5800	田仔墘	墘	56.27 	5496.88 	273.33 	2.63 	58.30 	0.04 	39
38157	田仔墘	墘	56.27 	167.18 	497.08 	0.75 	9.99 	0.00 	39
31762	陂仔墘	墘	63.65 	3632.61 	249.34 	34.27 	22.30 	0.05 	100
33482	田仔墘	墘	68.56 	180.45 	263.86 	1.14 	9.37 	0.02 	99
9234	陂仔墘	墘	79.54 	219.92 	377.11 	0.79 	122.63 	0.01 	90
30839	大陂墘	墘	79.54 	29.66 	1120.63 	6.41 	87.72 	0.10 	90
21121	車路墘	墘	191.16 	87.90 	301.55 	11.57 	6.50 	0.18 	28
19055	烏牛欄墘	墘	201.98 	38.10 	587.51 	21.88 	373.52 	0.32 	31
762	番仔圳墘	墘圳	4.23 	25.16 	492.89 	1.15 	14.78 	0.02 	6
23567	圳墘	墘圳	12.86 	34.82 	684.94 	1.01 	8.00 	0.03 	11
163	圳墘	墘圳	14.66 	103.64 	253.82 	9.48 	163.02 	0.16 	117
710	圳墘	墘圳	14.66 	1765.83 	421.99 	0.48 	9.63 	0.32 	117
26702	圳仔墘	墘圳	23.77 	276.39 	720.60 	24.26 	5.94 	0.00 	23
2834	圳墘	墘圳	72.63 	142.62 	542.23 	0.88 	10.42 	0.01 	85
29490	圳溝墘	墘圳溝	18.63 	50.32 	227.05 	0.79 	5.42 	0.01 	17
31906	圳溝墘	墘圳溝	31.04 	99.54 	177.74 	0.91 	2.85 	0.21 	10
20202	坑仔墘	墘坑	39.38 	369.31 	560.17 	0.77 	174.78 	0.02 	81
17721	墘坑仔	墘坑	279.56 	15.56 	421.74 	1.66 	240.10 	0.03 	275
17722	墘坑頭	墘坑	497.65 	14.04 	393.30 	0.98 	262.57 	0.41 	504
4067	大坡墘	墘坡	45.12 	650.00 	247.19 	1.76 	20.24 	0.02 	28
32829	坡仔墘	墘坡	62.19 	35.30 	460.02 	16.31 	10.25 	0.45 	199
29901	埔墘店仔	墘埔	5.37 	1633.09 	322.99 	1.37 	444.53 	0.01 	9
21834	埔墘	墘埔	5.49 	43.12 	699.62 	1.13 	26.62 	0.02 	9
1745	埔墘	墘埔	9.61 	91.18 	403.57 	14.98 	260.67 	0.23 	5
23518	青埔仔墘	墘埔	12.02 	240.43 	207.62 	9.00 	177.38 	0.48 	17
40569	埔墘	墘埔	14.31 	108.22 	266.02 	0.62 	385.36 	0.01 	74
20054	埔仔墘	墘埔	21.48 	57.91 	248.98 	4.67 	386.75 	0.16 	29
24590	埔仔墘	墘埔	175.21 	45.70 	885.88 	1.35 	43.45 	0.02 	45
23955	牛埔埤仔墘	墘埔埤	32.24 	42.57 	387.37 	0.90 	168.02 	0.53 	167
29886	埤子墘	墘埤	5.33 	2558.16 	371.09 	1.00 	230.31 	0.27 	7
11320	埤墘	墘埤	5.34 	27.00 	329.95 	6.92 	146.56 	0.02 	7
11321	埤墘	墘埤	5.36 	682.91 	442.06 	1.30 	18.95 	0.30 	7
18860	埤墘	墘埤	6.19 	97.07 	362.50 	28.53 	300.48 	0.01 	6
28130	埤仔墘	墘埤	6.20 	1104.70 	427.25 	19.29 	3.78 	0.13 	6
29071	埤墘仔	墘埤	11.94 	1220.00 	379.57 	1.14 	7.23 	0.02 	45
1387	埤仔墘	墘埤	12.04 	30.06 	585.29 	9.76 	6.10 	0.01 	9
29094	埤墘厝	墘埤	14.41 	41.29 	294.56 	0.80 	126.61 	0.01 	16
831	埤仔墘	墘埤	20.01 	49.91 	255.58 	0.26 	9.87 	0.02 	109
32662	埤墘	墘埤	28.11 	331.46 	386.60 	13.03 	14.45 	0.02 	27
11139	埤仔墘	墘埤	34.19 	48.06 	280.29 	9.30 	38.75 	0.02 	167
21375	埤仔墘	墘埤	50.08 	49.47 	883.75 	1.74 	5.92 	0.12 	67
20316	埤仔墘	墘埤	62.68 	59.84 	633.64 	15.07 	189.59 	0.25 	131
31761	大陂（埤）墘	墘埤	79.54 	65.34 	862.59 	30.52 	675.47 	0.50 	90
35961	埤仔墘	墘埤	167.97 	88.39 	699.18 	1.06 	8.31 	0.40 	265
25173	埤仔墘	墘埤	230.13 	126.76 	667.79 	1.02 	506.32 	0.01 	299
30381	埤子墘	墘埤	230.13 	1275.26 	698.23 	1.79 	118.49 	0.23 	299
9159	頂港子墘	墘頂	8.11 	291.60 	532.32 	1.09 	8.88 	0.01 	10
34254	頂港仔墘	墘頂	8.29 	223.18 	428.12 	5.61 	83.69 	0.02 	9
39102	下湳墘	墘湳	23.44 	2633.94 	394.62 	1.09 	125.78 	0.02 	8
26295	頂湳墘	墘湳頂	22.32 	30.37 	279.66 	9.10 	15.74 	0.01 	6
32097	外溝子墘	墘溝	3.02 	62.05 	448.62 	17.73 	8.20 	0.00 	7
727	溝仔墘	墘溝	3.48 	147.75 	504.83 	10.63 	56.31 	0.01 	9
18190	溝子墘	墘溝	7.21 	7.88 	638.03 	19.97 	221.88 	0.30 	11
28268	溝仔墘	墘溝	7.21 	139.18 	430.66 	27.02 	139.90 	0.01 	11
29610	溝墘	墘溝	7.69 	98.23 	279.17 	1.17 	385.78 	0.35 	8
21832	溝仔墘	墘溝	8.23 	506.12 	361.36 	0.93 	22.62 	0.14 	13
32075	溝子墘	墘溝	8.68 	163.48 	1101.86 	23.78 	106.71 	0.36 	8
1682	溝仔墘	墘溝	8.75 	23.53 	654.31 	0.36 	5.26 	0.00 	13
32095	內溝子墘	墘溝	9.76 	62.06 	224.28 	25.10 	7.69 	0.26 	5
18187	溝子墘	墘溝	10.11 	135.59 	304.11 	0.80 	4.58 	0.01 	6
35172	溝仔墘	墘溝	10.15 	266.41 	330.44 	19.03 	3.41 	0.30 	10
28550	溝仔墘	墘溝	16.52 	186.13 	628.94 	9.72 	67.74 	0.39 	15
30953	大溝墘	墘溝	19.04 	400.57 	575.97 	0.59 	109.55 	0.05 	137
23579	溝仔墘	墘溝	20.03 	851.98 	397.46 	14.75 	377.66 	0.01 	11
7662	溝仔墘	墘溝	21.50 	6640.24 	586.55 	31.52 	105.69 	0.03 	168
39722	溝墘厝	墘溝	22.78 	2019.35 	286.37 	0.64 	108.59 	0.02 	155
18015	溝墘子	墘溝	23.34 	15.17 	1023.94 	36.75 	989.27 	0.67 	7
26935	溝仔墘	墘溝	23.57 	8238.32 	279.38 	0.43 	371.88 	0.01 	6
33658	溝仔墘	墘溝	36.41 	7.95 	286.05 	1.53 	99.71 	0.23 	7
20793	溝仔墘	墘溝	37.98 	381.64 	271.99 	20.51 	64.22 	0.13 	24
18188	溝子墘	墘溝	72.69 	28.58 	538.54 	16.02 	127.38 	0.23 	19
13255	內溝子墘	墘溝	74.60 	3241.22 	161.00 	19.83 	12.29 	0.01 	119
27367	溝墘	墘溝	80.80 	161.56 	268.64 	2.29 	78.60 	0.01 	18
2646	溝仔墘	墘溝	84.04 	229.98 	214.61 	25.81 	567.83 	0.43 	19
5364	墘溝	墘溝	90.32 	2640.84 	209.57 	0.64 	101.46 	0.35 	25
18189	溝子墘	墘溝	188.24 	47.75 	636.89 	26.83 	27.88 	0.45 	29
21120	溝仔墘	墘溝	188.78 	49.19 	449.34 	8.12 	524.33 	0.02 	28
2387	溪仔墘	墘溪	0.70 	23.86 	495.43 	1.43 	226.05 	0.02 	6
32415	溪仔墘	墘溪	0.70 	34.64 	406.61 	1.29 	11.70 	0.03 	6
7990	溪仔墘	墘溪	0.84 	42.61 	345.90 	2.44 	30.49 	0.02 	6
8040	溪仔墘	墘溪	0.84 	1450.24 	318.15 	11.90 	30.44 	0.06 	6
8042	溪仔墘	墘溪	0.84 	507.50 	385.66 	1.07 	9.63 	0.08 	6
8043	溪仔墘	墘溪	0.84 	755.34 	414.16 	1.81 	293.05 	0.01 	6
38005	溪仔墘	墘溪	0.84 	46.46 	574.16 	1.63 	19.08 	0.01 	6
38007	溪仔墘	墘溪	0.84 	31.78 	803.80 	5.52 	5.76 	0.03 	6
38009	溪仔墘	墘溪	0.84 	59.00 	440.57 	28.74 	232.49 	0.01 	6
38020	溪仔墘	墘溪	0.84 	111.95 	501.43 	1.67 	27.55 	0.26 	6
12040	溪墘	墘溪	1.98 	176.25 	329.42 	1.87 	430.94 	0.01 	8
12041	溪墘	墘溪	1.98 	348.58 	247.07 	4.27 	23.06 	0.02 	8
7815	溪墘庄	墘溪	2.00 	168.89 	457.89 	2.15 	375.28 	0.02 	8
12039	溪墘	墘溪	2.09 	89.72 	586.69 	0.80 	16.52 	0.02 	9
23112	溪墘厝	墘溪	2.34 	45.47 	589.48 	0.94 	21.20 	0.02 	6
3540	溪仔墘	墘溪	2.83 	30.69 	644.52 	1.26 	56.62 	0.01 	5
32389	溪仔墘	墘溪	2.83 	326.43 	563.33 	0.65 	76.62 	0.05 	5
22514	溪墘寮	墘溪	2.88 	41.20 	470.95 	11.87 	278.66 	0.18 	4
24195	溪墘寮	墘溪	2.88 	2634.68 	349.23 	0.45 	33.14 	0.01 	4
12043	溪墘	墘溪	5.40 	387.73 	829.13 	14.47 	9.13 	0.04 	4
2002	溪墘厝	墘溪	5.69 	9001.36 	222.31 	1.30 	12.10 	0.02 	12
31872	溪墘厝	墘溪	5.91 	543.76 	648.87 	7.31 	41.82 	0.01 	8
34823	溪仔墘	墘溪	6.61 	31.43 	365.94 	2.96 	287.13 	0.11 	8
25378	溪墘仔	墘溪	7.42 	536.10 	194.06 	31.92 	28.46 	0.02 	42
25373	下溪墘	墘溪	7.51 	573.59 	331.82 	6.45 	31.09 	0.33 	44
34790	崩溪仔墘	墘溪	10.99 	1679.46 	387.33 	12.61 	8.57 	0.03 	6
33077	小溪仔墘	墘溪	12.06 	33.39 	234.78 	2.87 	655.25 	0.01 	6
40551	溪墘	墘溪	12.69 	64.05 	357.26 	1.00 	11.61 	0.01 	71
23554	溪墘	墘溪	12.86 	199.40 	248.07 	1.94 	12.80 	0.08 	11
32033	下溪墘	墘溪	18.35 	236.75 	248.36 	0.69 	14.54 	0.23 	11
2176	溪墘	墘溪	23.06 	29.22 	209.22 	1.67 	275.85 	0.28 	56
37119	溪墘	墘溪	23.06 	2852.36 	440.98 	1.32 	10.94 	0.01 	56
3666	溪墘厝	墘溪	27.70 	28.24 	672.97 	25.72 	426.82 	0.42 	17
2005	溪墘厝庄	墘溪	28.04 	59.92 	475.16 	1.34 	14.16 	0.02 	13
28752	溪墘厝	墘溪	29.54 	86.80 	811.61 	1.28 	494.85 	0.16 	14
32804	溪墘寮	墘溪	58.17 	125.75 	849.52 	15.99 	760.57 	0.13 	125
7799	大溪墘	墘溪	68.72 	279.77 	294.94 	11.48 	149.84 	0.17 	136
36058	溪墘仔	墘溪	86.99 	22.30 	400.51 	25.93 	189.85 	0.01 	78
7577	溪墘	墘溪	122.58 	53.13 	548.19 	0.81 	17.23 	0.30 	139
12038	溪墘	墘溪	128.84 	149.87 	713.28 	1.33 	198.46 	0.26 	19
3745	大溪墘	墘溪	233.87 	132.47 	402.75 	14.03 	200.48 	0.22 	392
17543	墘溪	墘溪	671.31 	281.39 	1141.70 	10.65 	13.32 	0.10 	426
17544	墘溪	墘溪	671.31 	119.16 	334.57 	12.91 	161.43 	0.36 	426
25377	頂溪墘	墘溪頂	7.42 	257.90 	341.81 	1.24 	5.89 	0.01 	42
32031	頂溪墘	墘溪頂	19.73 	6130.73 	738.25 	13.71 	285.66 	0.21 	8
2308	潭墘	墘潭	3.21 	1574.13 	186.35 	27.26 	172.66 	0.23 	13
33785	潭墘	墘潭	3.21 	39.86 	534.81 	15.61 	14.75 	0.02 	13
2205	潭墘	墘潭	4.37 	107.57 	370.12 	0.74 	5.52 	0.01 	6
33835	潭墘	墘潭	4.37 	36.66 	234.32 	1.09 	179.93 	0.01 	6
2222	潭仔墘	墘潭	4.55 	50.88 	772.60 	0.55 	6.01 	0.01 	5
36996	潭仔墘	墘潭	4.55 	273.23 	328.13 	0.49 	14.77 	0.01 	5
25579	潭仔墘	墘潭	5.52 	13.87 	894.85 	0.86 	189.29 	0.01 	14
22285	潭仔墘	墘潭	5.62 	181.65 	241.47 	21.80 	3.99 	0.01 	4
34770	潭墘	墘潭	6.76 	626.02 	320.66 	0.41 	57.07 	0.04 	21
38825	潭墘	墘潭	6.83 	934.29 	435.68 	0.80 	167.85 	0.01 	16
39706	潭墘紅瓦厝	墘潭	6.91 	80.49 	313.53 	1.58 	19.07 	0.29 	10
25396	潭墘莊	墘潭	6.92 	36.42 	440.38 	0.71 	87.97 	0.02 	9
28897	潭仔墘	墘潭	7.02 	444.24 	665.12 	0.98 	111.28 	0.08 	36
39709	潭墘	墘潭	7.36 	23.76 	1156.14 	0.90 	25.17 	0.02 	11
12360	潭墘	墘潭	7.49 	399.35 	333.34 	0.85 	131.72 	0.28 	11
28216	潭墘	墘潭	7.75 	29.02 	558.03 	25.61 	279.82 	0.01 	9
34220	潭墘陳厝底	墘潭	7.89 	25.60 	782.68 	0.61 	27.00 	0.01 	31
32068	下潭墘	墘潭	9.50 	1654.35 	257.05 	0.46 	7.44 	0.05 	8
19533	南潭墘	墘潭	10.75 	46.65 	160.54 	0.47 	5.99 	0.39 	8
32072	潭墘	墘潭	11.03 	430.69 	645.54 	2.39 	51.13 	0.01 	9
34241	潭底墘	墘潭	11.29 	2305.14 	295.83 	2.34 	11.39 	0.03 	50
8117	潭仔墘	墘潭	11.91 	55.64 	264.25 	1.15 	159.83 	0.08 	12
1736	潭墘	墘潭	11.93 	107.89 	417.60 	0.43 	6.31 	0.01 	5
12215	潭子墘	墘潭	12.25 	149.45 	352.05 	0.81 	686.22 	0.05 	10
23559	潭墘	墘潭	14.48 	2855.52 	277.65 	1.65 	404.60 	0.01 	14
22725	潭仔墘	墘潭	16.57 	12.29 	315.72 	5.52 	24.61 	0.01 	4
29291	舊潭仔墘	墘潭	23.45 	417.13 	234.77 	1.14 	121.57 	0.26 	12
17498	潭墘	墘潭	24.12 	146.89 	581.55 	16.91 	4.96 	0.20 	7
29292	新潭仔墘	墘潭	24.27 	2588.60 	265.88 	8.08 	15.78 	0.02 	11
30341	潭墘	墘潭	35.47 	25.13 	217.41 	1.29 	186.93 	0.01 	18
31238	潭墘	墘潭	44.59 	28.07 	422.85 	0.99 	56.83 	0.07 	102
35722	潭仔墘	墘潭	167.48 	1233.18 	432.04 	5.92 	9.90 	0.44 	31
14816	大潭	潭	1.55 	1217.18 	939.69 	0.91 	155.58 	0.30 	6
14818	大潭社區	潭	1.62 	6120.57 	490.96 	9.15 	5.87 	0.03 	6
11904	掌潭	潭	2.25 	47.63 	781.50 	0.73 	9.79 	0.06 	3
3372	圓潭仔	潭	2.29 	905.05 	535.87 	0.64 	8.37 	0.01 	5
3302	雙連潭	潭	2.52 	17.10 	684.54 	0.64 	4.16 	0.01 	4
40117	潭裡	潭	4.00 	1822.87 	191.09 	11.85 	127.70 	0.33 	8
24293	大潭寮	潭	4.01 	225.70 	459.50 	16.83 	618.59 	0.03 	4
30901	大潭寮	潭	4.01 	12.53 	546.67 	2.38 	22.96 	0.01 	4
23662	大潭塭	潭	4.13 	484.42 	346.10 	0.86 	109.94 	0.01 	7
22918	鱉潭	潭	4.26 	13264.11 	1058.56 	1.91 	60.41 	0.21 	3
40088	潭底窟仔	潭	4.41 	49.21 	636.42 	18.54 	18.36 	0.01 	9
29979	考試潭	潭	4.56 	53.82 	447.76 	1.54 	3.68 	0.02 	3
17488	潭子內	潭	4.58 	46.44 	328.57 	13.11 	16.61 	0.01 	7
25833	石潭	潭	4.87 	1405.84 	725.89 	1.66 	167.00 	0.02 	13
12286	龍蛟潭	潭	4.87 	15.68 	237.00 	24.25 	804.27 	0.42 	4
25824	潭底	潭	5.31 	63.68 	198.29 	1.51 	22.15 	0.40 	13
28639	西潭	潭	5.50 	46.94 	742.34 	1.19 	3.98 	0.01 	4
28242	地子潭	潭	5.51 	579.81 	371.61 	0.62 	72.21 	0.20 	21
40121	下潭	潭	5.52 	11.17 	358.84 	0.71 	264.00 	0.07 	13
26023	大潭新村	潭	5.60 	1470.79 	321.45 	1.96 	826.53 	0.01 	17
31409	潭仔底	潭	5.65 	80.91 	392.77 	6.86 	4.40 	0.10 	4
26020	大潭	潭	5.71 	19.18 	579.49 	17.97 	293.84 	0.00 	17
28638	東潭	潭	5.95 	1400.91 	209.76 	28.25 	37.24 	0.01 	4
23868	下路利潭	潭	6.03 	473.55 	253.85 	8.56 	11.32 	0.14 	4
9801	大潭底	潭	6.27 	23.09 	686.57 	0.42 	94.19 	0.01 	3
5069	後堀潭	潭	6.56 	76.77 	340.70 	0.50 	110.81 	0.01 	13
38300	後堀潭	潭	6.56 	86.69 	304.84 	0.94 	31.97 	0.01 	13
38820	潭底	潭	6.69 	111.49 	338.76 	1.00 	9.68 	0.01 	12
12962	石潭	潭	7.08 	14.80 	680.78 	1.07 	16.04 	0.01 	18
17499	潭漧	潭	7.68 	40.21 	828.89 	1.12 	17.44 	0.02 	31
17490	潭內	潭	7.84 	98.83 	259.43 	0.98 	57.94 	0.04 	9
17493	潭西	潭	7.85 	1150.76 	434.43 	13.42 	16.47 	0.15 	9
17497	潭東	潭	8.18 	108.14 	567.99 	9.37 	429.17 	0.00 	9
204	石壁潭	潭	8.25 	1805.83 	285.08 	11.69 	295.86 	0.19 	51
36982	武丁潭	潭	8.34 	62.79 	361.88 	30.53 	50.22 	0.07 	12
23629	蓮花潭	潭	8.58 	82.93 	531.60 	1.21 	20.57 	0.02 	22
14033	武丁潭	潭	8.61 	2674.18 	429.42 	2.00 	89.46 	0.03 	12
28230	嘉寶潭	潭	8.68 	1985.15 	235.89 	12.31 	561.54 	0.04 	17
