FID	place_name	category1	dem_MEAN	fac_MEAN	distance_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	DEM_RANGE
3703	潭底莊	潭	8.78 	17.86 	391.71 	5.91 	167.28 	0.09 	20
31541	潭底	潭	9.11 	981.74 	281.90 	17.24 	15.66 	0.01 	11
16891	龍潭	潭	9.20 	48.02 	445.76 	1.55 	88.87 	0.03 	8
19705	金京潭	潭	9.34 	32.43 	581.67 	19.04 	155.61 	0.08 	68
25877	金京潭	潭	9.34 	1260.95 	383.67 	1.81 	195.26 	0.25 	68
34817	蜈蜞潭	潭	9.84 	196.49 	1453.05 	1.09 	31.32 	0.42 	7
23909	下潭西	潭	10.27 	31.49 	706.93 	0.54 	8.21 	0.01 	7
30262	下潭	潭	10.31 	11768.08 	429.55 	7.91 	679.19 	0.33 	7
23906	下潭北	潭	10.55 	4929.11 	298.81 	20.53 	11.37 	0.02 	8
31433	白鬚公潭	潭	11.43 	1122.54 	273.37 	12.34 	8.02 	0.18 	8
12257	蘆竹潭	潭	11.66 	1351.13 	409.36 	0.96 	29.52 	0.01 	9
26573	蘆竹潭	潭	11.66 	91.77 	330.78 	1.65 	10.55 	0.01 	9
35933	鯽魚潭	潭	11.83 	75.56 	652.47 	1.49 	21.60 	0.21 	35
21015	蓮池潭社	潭	11.88 	84.84 	391.05 	1.46 	18.99 	0.09 	12
38510	蓮池潭社	潭	11.88 	80.78 	181.95 	1.99 	118.15 	0.01 	12
3032	潭仔漧	潭	12.25 	142.99 	341.15 	18.55 	351.68 	0.31 	10
12979	考潭寮	潭	12.35 	90.03 	430.95 	0.55 	12.19 	0.01 	6
21705	拷潭寮	潭	12.35 	59.15 	829.27 	10.74 	407.66 	0.18 	6
29775	碧潭	潭	12.37 	2612.33 	214.65 	14.19 	10.29 	0.00 	7
21032	蓮潭	潭	12.57 	15.46 	274.36 	0.56 	63.57 	0.01 	13
38526	蓮潭	潭	12.57 	42.48 	321.21 	2.86 	133.09 	0.50 	13
8076	大潭	潭	12.60 	82.70 	546.05 	0.90 	10.17 	0.01 	14
34771	潭底	潭	12.79 	385.60 	280.32 	13.97 	138.61 	0.03 	33
23526	南潭	潭	13.08 	399.35 	455.41 	10.74 	9.05 	0.24 	17
4314	小碧潭	潭	13.44 	22.50 	1120.68 	21.83 	432.27 	0.36 	24
28693	秀潭	潭	13.60 	61.89 	493.25 	9.23 	285.36 	0.21 	9
25886	石案潭	潭	13.67 	1142.39 	922.42 	17.21 	11.20 	0.07 	24
360	劍潭	潭	13.79 	1474.12 	354.12 	5.69 	118.49 	0.09 	145
23484	過潭仔	潭	13.95 	1906.02 	315.98 	23.37 	247.32 	0.02 	18
31399	廟后潭	潭	14.00 	436.10 	354.26 	1.32 	53.64 	0.02 	9
8618	潭底	潭	14.04 	410.87 	237.42 	35.92 	43.40 	0.29 	9
5158	西鎮、西勢潭	潭	14.13 	1066.02 	354.55 	0.44 	210.82 	0.02 	8
14480	西勢潭	潭	14.18 	844.83 	260.57 	35.98 	23.07 	0.30 	8
3308	庄肚潭	潭	14.30 	80.69 	551.12 	13.01 	156.47 	0.20 	8
39290	後潭	潭	14.41 	260.96 	333.09 	23.81 	109.13 	0.15 	6
3305	大潭	潭	14.45 	35.37 	599.59 	21.12 	9.15 	0.18 	8
21386	後壁潭仔	潭	14.59 	55.03 	399.06 	11.54 	4.42 	0.25 	8
14761	石頭潭仔	潭	14.76 	118.34 	302.78 	21.55 	305.26 	0.35 	7
18320	黃厝潭仔	潭	14.76 	1538.35 	275.91 	1.64 	71.38 	0.02 	7
21384	黃厝潭仔	潭	14.76 	12649.09 	216.26 	1.17 	275.63 	0.14 	7
28032	公厝潭仔	潭	14.80 	371.13 	696.07 	0.50 	157.67 	0.20 	7
13275	公厝潭仔	潭	14.81 	27.69 	246.82 	3.93 	16.34 	0.40 	7
30371	潭底子	潭	14.97 	15.51 	328.10 	11.38 	75.60 	0.07 	8
21385	石頭潭仔	潭	14.98 	849.35 	275.60 	2.53 	67.94 	0.20 	7
30317	草潭底	潭	15.55 	72.93 	528.72 	13.38 	11.20 	0.22 	6
17060	龍潭	潭	15.56 	816.98 	187.64 	11.94 	323.14 	0.02 	80
25080	潭肚寮	潭	15.68 	61.30 	365.44 	0.74 	85.24 	0.17 	10
23490	大潭	潭	15.77 	33.63 	332.15 	1.20 	19.57 	0.02 	16
9864	月眉潭	潭	15.77 	152.30 	561.19 	10.33 	315.22 	0.04 	6
9865	月眉潭	潭	15.81 	18.34 	894.27 	16.22 	43.10 	0.25 	7
3304	大潭	潭	15.87 	1.09 	264.63 	2.17 	3.00 	0.02 	5
28034	大潭	潭	15.87 	121.98 	228.76 	1.78 	15.69 	0.01 	5
29926	前潭	潭	16.07 	8926.92 	268.01 	0.75 	15.61 	0.26 	6
35240	大潭腳	潭	16.10 	279.66 	444.69 	15.39 	119.64 	0.22 	14
35261	草潭塭	潭	16.10 	262.58 	536.97 	1.11 	19.28 	0.02 	14
22728	潭仔尾	潭	16.31 	223.47 	967.65 	19.95 	659.43 	0.02 	5
22712	潭頭	潭	16.53 	185.50 	719.47 	5.21 	10.71 	0.01 	4
40568	龜潭	潭	17.10 	2699.54 	338.05 	1.74 	137.80 	0.23 	74
41015	長潭尾	潭	17.13 	34.12 	172.29 	0.53 	64.25 	0.01 	108
21017	火攻潭社	潭	17.15 	70.75 	492.18 	22.49 	195.98 	0.01 	10
38511	火攻潭社	潭	17.15 	86.06 	580.37 	32.08 	7.33 	0.38 	10
32481	龍鑾潭	潭	17.73 	108.46 	402.95 	0.66 	33.34 	0.46 	17
41014	長潭邊	潭	18.95 	103.34 	229.71 	12.73 	1044.33 	0.02 	108
3707	潭底	潭	19.96 	2064.37 	294.04 	1.34 	20.53 	0.02 	206
1930	三角潭	潭	20.00 	202.63 	485.15 	0.91 	9.89 	0.01 	11
8481	小三角潭	潭	20.05 	11646.56 	962.01 	1.19 	122.94 	0.01 	11
5100	大潭	潭	20.06 	50.54 	570.13 	9.49 	266.46 	0.02 	25
38187	大潭	潭	20.06 	121.55 	259.23 	1.31 	9.30 	0.28 	25
21724	龜仔潭	潭	20.17 	212.94 	268.81 	1.73 	102.75 	0.27 	50
41013	長潭頭	潭	20.33 	524.43 	491.40 	1.19 	384.35 	0.42 	107
629	劍潭	潭	20.49 	589.94 	519.60 	7.84 	17.45 	0.06 	145
23885	下潭仔	潭	21.13 	883.80 	185.89 	5.57 	6.75 	0.11 	54
20281	員潭仔口	潭	21.39 	98.09 	540.20 	11.51 	103.56 	0.01 	129
19313	拷潭	潭	21.84 	567.17 	1595.23 	18.80 	5.30 	0.01 	50
21735	拷潭	潭	21.84 	187.86 	267.63 	1.49 	193.62 	0.07 	50
21742	拷潭仔內	潭	21.84 	170.56 	656.79 	0.51 	63.57 	0.01 	50
3482	浮潭	潭	21.96 	317.22 	213.79 	16.49 	187.12 	0.27 	4
2919	大三角潭	潭	22.40 	115.43 	595.22 	0.82 	10.05 	0.01 	9
31736	考潭	潭	22.74 	48.98 	255.40 	2.03 	5.81 	0.09 	48
34419	三角潭	潭	22.91 	94.74 	289.50 	0.57 	40.60 	0.06 	23
3733	潭底窟	潭	23.21 	22.55 	208.65 	1.46 	4.74 	0.23 	213
34422	蓮潭	潭	24.71 	123.93 	287.53 	1.15 	596.63 	0.03 	25
31108	大潭	潭	25.37 	59.76 	700.42 	0.86 	111.79 	0.01 	15
32476	草潭	潭	26.37 	9447.07 	559.83 	1.16 	242.29 	0.24 	39
3708	潭底陂	潭	27.01 	2607.01 	229.50 	9.08 	143.41 	0.17 	213
5171	蚵殼潭	潭	27.32 	11750.68 	171.12 	5.59 	70.77 	0.08 	83
38168	蚵殼潭	潭	27.32 	18.96 	287.92 	17.66 	99.71 	0.49 	83
9673	牛軛潭	潭	29.08 	202.52 	1125.63 	1.50 	97.90 	0.17 	92
33624	潭底	潭	29.15 	131.61 	187.91 	28.78 	282.05 	0.01 	11
1020	馬明潭	潭	29.18 	38.94 	224.88 	17.71 	164.36 	0.02 	114
32564	老潭頭	潭	29.37 	357.76 	506.09 	0.99 	18.84 	0.01 	10
22714	下潭底	潭	29.54 	73.08 	242.24 	11.07 	345.90 	0.01 	18
12379	潭底	潭	29.61 	206.56 	609.18 	11.04 	15.60 	0.46 	18
17501	潭頭	潭	30.17 	23.58 	441.51 	2.12 	175.43 	0.01 	10
32561	老潭頭	潭	30.86 	1004.31 	525.59 	25.70 	113.18 	0.01 	10
30552	潭後	潭	30.87 	42.30 	198.58 	1.45 	343.72 	0.02 	45
32568	新潭頭	潭	31.53 	33.17 	435.47 	4.95 	446.05 	0.20 	11
32570	新潭頭	潭	31.53 	18.63 	870.72 	0.88 	156.62 	0.37 	11
24381	潭底	潭	31.80 	22.23 	397.32 	10.55 	11.46 	0.36 	23
21012	新潭底	潭	31.84 	12.87 	840.14 	15.83 	3.53 	0.02 	11
13686	甲洽潭	潭	31.92 	65.43 	725.94 	0.52 	115.05 	0.19 	28
12271	蕃仔潭	潭	34.25 	1418.50 	404.67 	1.14 	89.75 	0.22 	27
16832	螺潭社區	潭	34.56 	77.02 	1207.63 	11.80 	12.21 	0.18 	16
17489	潭內	潭	35.59 	122.41 	328.42 	0.50 	66.51 	0.01 	58
5090	潭底	潭	36.09 	19.24 	737.37 	4.36 	68.94 	0.06 	71
38177	潭底	潭	36.09 	17191.01 	220.57 	4.81 	94.52 	0.02 	71
30039	石螺潭	潭	36.48 	2292.06 	281.77 	1.01 	8.11 	0.48 	13
21711	龜仔潭	潭	36.69 	7780.13 	274.49 	1.05 	31.03 	0.01 	55
20069	蜈蜞潭	潭	36.78 	73.13 	353.53 	1.53 	381.67 	0.02 	99
12466	龍頸潭	潭	37.06 	3202.12 	367.90 	14.23 	8.62 	0.03 	101
7095	龍潭	潭	38.50 	33.33 	798.79 	23.43 	51.83 	0.39 	7
7092	中潭	潭	39.18 	5629.35 	267.89 	24.96 	141.37 	0.09 	9
7090	卓乃潭	潭	39.67 	348.44 	231.67 	1.10 	11.84 	0.01 	10
7094	卓乃潭	潭	39.67 	50.98 	472.03 	5.26 	384.61 	0.01 	10
37738	內潭	潭	39.97 	741.54 	336.67 	1.36 	215.48 	0.01 	94
7091	上潭	潭	40.01 	168.89 	233.92 	1.15 	724.30 	0.01 	11
37732	草潭	潭	42.10 	695.60 	897.57 	1.48 	67.33 	0.05 	52
8312	大潭	潭	44.39 	84.95 	234.16 	1.42 	4.44 	0.01 	14
9753	石角潭	潭	46.82 	12.29 	444.57 	25.71 	1091.02 	0.10 	105
37685	內潭子	潭	47.39 	34.31 	291.65 	19.09 	17.33 	0.34 	88
15373	甲洽潭	潭	48.96 	296.27 	228.31 	14.84 	356.81 	0.08 	31
12342	潭頭	潭	49.05 	53.19 	945.51 	8.40 	377.71 	0.28 	85
28608	碧潭	潭	49.85 	19.73 	420.27 	1.39 	61.59 	0.36 	201
40439	劍潭	潭	50.99 	20.16 	1466.87 	24.29 	133.98 	0.40 	139
12216	潭仔內	潭	51.28 	19469.76 	360.13 	3.78 	8.48 	0.43 	204
25713	龜潭	潭	52.67 	21.00 	781.50 	0.65 	257.88 	0.01 	92
2083	蓮潭	潭	52.76 	21.59 	461.68 	22.48 	211.74 	0.61 	94
37186	蓮潭	潭	52.76 	19.07 	251.51 	1.16 	5.53 	0.01 	94
25716	三角潭	潭	53.27 	363.27 	266.14 	2.87 	505.84 	0.02 	92
27134	過路潭	潭	53.55 	46.69 	206.68 	18.36 	31.37 	0.23 	74
17491	潭仔寮	潭	54.03 	29.55 	358.98 	0.45 	6.40 	0.12 	100
36637	彎潭	潭	55.02 	2217.63 	263.94 	0.51 	20.59 	0.03 	28
23452	草潭	潭	56.27 	104.46 	358.34 	14.09 	79.54 	0.01 	56
21683	中潭	潭	56.77 	401.95 	269.45 	5.95 	171.29 	0.08 	81
21684	中潭	潭	56.77 	299.29 	215.09 	12.52 	158.71 	0.34 	81
17061	龍潭	潭	57.53 	188.25 	225.35 	1.70 	100.15 	0.02 	23
10797	長潭	潭	59.19 	12539.84 	178.78 	3.38 	21.56 	0.05 	233
32875	長潭	潭	59.19 	80.30 	852.46 	0.53 	9.21 	0.03 	233
36299	番仔潭	潭	59.95 	9270.01 	288.74 	11.44 	88.22 	0.19 	90
40989	潭子內	潭	60.61 	267.61 	300.61 	4.00 	11.53 	0.01 	221
18375	番子潭	潭	62.14 	1414.88 	275.47 	1.68 	4.97 	0.12 	106
5824	蘭潭DC	潭	62.26 	277.73 	273.83 	12.73 	5.06 	0.02 	89
4308	直潭	潭	64.74 	924.28 	483.25 	1.28 	7.98 	0.01 	223
32747	潭之鄉	潭	65.94 	65.48 	588.80 	7.90 	57.29 	0.02 	184
5751	潭仔底	潭	66.01 	239.03 	360.53 	5.50 	369.11 	0.08 	71
36793	潭仔底	潭	66.01 	91.90 	246.54 	0.44 	31.17 	0.03 	71
2081	笨潭	潭	67.47 	12.62 	193.11 	27.88 	62.29 	0.49 	70
37184	笨潭	潭	67.47 	2.95 	400.05 	3.77 	84.62 	0.01 	70
19594	長潭	潭	68.85 	18.29 	278.05 	2.50 	457.64 	0.26 	165
33477	長潭	潭	68.85 	16.96 	371.95 	16.88 	9.30 	0.20 	165
16890	龍潭	潭	72.65 	530.42 	355.77 	0.86 	618.08 	0.16 	123
33458	龍潭	潭	72.65 	544.86 	314.41 	15.75 	23.49 	0.01 	123
16744	舊圓潭	潭	72.65 	40.89 	578.73 	28.80 	479.43 	0.08 	150
1596	馬龍潭	潭	74.02 	97.26 	729.38 	9.02 	5.41 	0.20 	27
24324	圓潭子	潭	74.58 	9337.04 	212.72 	5.67 	244.34 	0.02 	112
36304	雙寬潭	潭	77.38 	3944.89 	257.10 	16.98 	322.50 	0.01 	104
37694	外考潭	潭	77.98 	92.52 	428.81 	4.80 	135.94 	0.21 	100
24323	圓潭子	潭	79.03 	903.57 	321.75 	1.09 	14.00 	0.01 	77
15689	看牛潭	潭	79.77 	659.61 	409.92 	12.75 	25.56 	0.01 	179
30710	圓潭子	潭	80.17 	352.94 	291.21 	1.64 	26.72 	0.01 	178
7131	草潭	潭	80.49 	109.86 	234.00 	2.80 	29.23 	0.04 	49
36760	草潭	潭	80.49 	103.18 	338.44 	0.52 	7.37 	0.22 	49
37695	內考潭	潭	81.61 	75.31 	540.34 	2.07 	188.93 	0.21 	103
25209	圓潭	潭	82.97 	143.75 	329.88 	8.13 	153.73 	0.13 	107
37720	考潭	潭	83.81 	5520.54 	273.40 	10.71 	4.29 	0.30 	99
28621	青潭	潭	84.19 	661.21 	602.47 	22.38 	16.99 	0.25 	204
11135	胡鴨潭	潭	85.80 	40.43 	369.09 	1.79 	9.49 	0.27 	119
24513	石門潭	潭	91.80 	16.41 	790.59 	0.90 	147.12 	0.50 	89
4670	龍潭堵	潭	93.88 	18.39 	798.78 	16.95 	159.77 	0.26 	175
13138	考潭子	潭	97.30 	5143.81 	279.26 	1.17 	4.66 	0.35 	110
26974	武潭部落	潭	98.24 	62.05 	459.06 	0.52 	18.75 	0.05 	306
13919	青潭新村	潭	98.42 	104.88 	200.31 	1.34 	123.56 	0.02 	208
7357	土地公潭仔	潭	98.93 	14.48 	619.86 	0.55 	66.73 	0.01 	97
34528	土地公潭仔	潭	98.93 	29.58 	348.71 	2.53 	253.54 	0.01 	97
29802	塗潭	潭	101.32 	1834.33 	265.42 	1.01 	575.76 	0.23 	358
25234	雙勾潭	潭	103.63 	3032.71 	406.28 	18.93 	9.65 	0.47 	184
16608	蘭潭東洋別墅	潭	104.90 	29.64 	473.34 	1.45 	11.80 	0.02 	110
5861	蘭潭花城	潭	110.87 	510.93 	1193.15 	10.31 	127.53 	0.15 	108
12462	駱駝潭	潭	114.58 	33.34 	207.07 	0.65 	8.85 	0.23 	254
18152	暗潭	潭	116.48 	26.91 	259.43 	5.87 	91.00 	0.10 	252
25329	員潭子	潭	127.87 	3154.39 	251.29 	4.98 	338.76 	0.07 	339
17338	盧芝潭	潭	129.92 	407.25 	464.07 	1.83 	7.25 	0.19 	189
10933	苧仔潭	潭	131.59 	10040.13 	245.36 	11.65 	93.65 	0.09 	421
25303	苧子潭	潭	131.59 	207.39 	455.73 	0.50 	23.57 	0.18 	421
39807	湯皮潭	潭	135.02 	21.53 	353.33 	1.04 	19.25 	0.16 	122
27345	沈潭	潭	143.68 	60.99 	600.84 	1.26 	172.56 	0.11 	53
7902	圓潭	潭	146.04 	131.36 	220.27 	13.16 	92.93 	0.08 	151
23910	下壁潭	潭	150.03 	40.48 	355.06 	1.30 	92.50 	0.02 	209
10838	夾窪潭	潭	157.23 	920.90 	751.54 	24.38 	4.65 	0.14 	76
17487	潭子大第	潭	166.05 	62.11 	631.55 	4.51 	334.90 	0.01 	28
17486	潭子	潭	167.23 	61.47 	273.92 	14.75 	93.92 	0.25 	31
35592	豬槽潭	潭	168.10 	66.77 	315.53 	15.48 	46.81 	0.28 	265
35719	下潭仔	潭	169.67 	423.34 	371.21 	1.92 	6.06 	0.01 	28
36327	圓潭	潭	177.66 	558.08 	238.05 	2.02 	67.32 	0.22 	200
36196	潭仔頭	潭	184.61 	176.84 	422.84 	9.58 	63.28 	0.03 	182
30401	暗潭	潭	186.36 	1458.67 	830.91 	17.43 	6.27 	0.04 	167
40460	圓潭	潭	192.96 	234.16 	519.11 	8.47 	89.47 	0.01 	129
29012	豬肚潭	潭	194.01 	11552.44 	415.38 	15.92 	68.43 	0.12 	173
10917	柯楒潭	潭	199.31 	3523.84 	250.59 	0.62 	197.29 	0.01 	345
15452	大堀頭潭	潭	199.31 	2313.00 	693.23 	2.23 	164.03 	0.01 	345
16645	雙蓮潭	潭	204.50 	8918.86 	361.36 	27.85 	610.70 	0.48 	285
40632	武潭	潭	206.35 	321.50 	474.36 	1.31 	116.18 	0.02 	420
40948	潭腰	潭	218.29 	20.48 	353.48 	33.28 	29.15 	0.14 	296
24337	內險潭	潭	223.38 	59.97 	688.83 	1.97 	5.24 	0.01 	340
31178	外險潭	潭	223.38 	63.53 	283.87 	3.44 	223.62 	0.01 	340
31177	險潭	潭	223.73 	92.72 	393.81 	8.94 	486.42 	0.33 	340
16893	龍潭百年大鎮	潭	225.60 	370.81 	576.17 	0.42 	62.03 	0.03 	37
13413	王公潭	潭	226.62 	59.49 	498.69 	10.52 	113.02 	0.17 	254
2593	木瓜潭	潭	227.53 	29.91 	741.59 	19.58 	308.65 	0.31 	242
16894	龍潭花園國宅	潭	228.65 	1399.76 	323.32 	33.62 	4.84 	0.03 	14
3987	龍潭陂	潭	229.59 	1015.63 	233.69 	13.57 	11.57 	0.27 	25
16895	龍潭新村	潭	237.86 	34.72 	943.53 	12.95 	541.25 	0.48 	15
12495	甕仔潭	潭	244.98 	428.05 	249.48 	1.17 	95.68 	0.01 	241
9324	三疊潭	潭	245.43 	597.95 	220.13 	5.66 	124.88 	0.01 	244
13261	內潭子	潭	246.70 	12.67 	1020.88 	20.31 	317.58 	0.32 	323
20356	內潭仔	潭	247.30 	7673.99 	653.71 	0.57 	8.77 	0.07 	323
3800	直潭	潭	261.30 	20.87 	592.87 	6.32 	115.94 	0.17 	321
15195	鹿母潭子	潭	265.25 	15.36 	901.27 	0.81 	7.65 	0.13 	379
9110	柳滕潭	潭	265.60 	7309.09 	430.84 	0.59 	42.46 	0.43 	378
40030	蜈蜞潭	潭	266.54 	226.83 	690.12 	0.68 	351.92 	0.02 	341
9315	三窟潭	潭	269.30 	3735.66 	309.73 	9.80 	419.08 	0.15 	253
40952	塗潭	潭	270.89 	890.64 	387.38 	17.94 	24.00 	0.32 	404
12496	甕潭	潭	270.99 	7094.51 	237.12 	1.30 	7.49 	0.04 	307
34342	鹿母潭仔	潭	271.30 	74.17 	724.81 	3.78 	136.46 	0.01 	385
40415	獅潭	潭	275.28 	1043.25 	497.18 	6.95 	111.66 	0.47 	291
2274	切兔潭	潭	276.88 	57.99 	568.85 	15.33 	199.82 	0.24 	282
9511	土地公潭	潭	283.54 	2814.26 	620.15 	22.04 	35.46 	0.35 	345
12073	蝙蝠潭	潭	287.31 	258.63 	572.62 	21.19 	216.82 	0.22 	386
12074	蝙蝠潭	潭	287.31 	758.63 	1346.42 	15.33 	172.57 	0.32 	386
17062	龍潭	潭	290.51 	219.52 	657.72 	2.35 	11.17 	0.01 	80
17496	潭底	潭	291.73 	91.42 	502.93 	8.82 	116.35 	0.01 	298
11415	烘爐扇潭	潭	296.49 	83.87 	503.08 	21.26 	7.11 	0.50 	265
10388	有應公潭	潭	299.46 	958.22 	750.34 	1.43 	383.77 	0.02 	320
3636	磨壁潭	潭	302.36 	124.01 	218.26 	1.97 	73.08 	0.03 	449
35630	潭仔	潭	307.11 	13.46 	311.64 	8.35 	23.25 	0.26 	383
37611	無底潭	潭	320.72 	51.74 	245.48 	9.31 	6.77 	0.01 	306
19754	長潭	潭	325.31 	181.62 	323.01 	26.08 	19.11 	0.02 	192
10693	西勢潭	潭	325.84 	34.33 	854.32 	13.49 	5.79 	0.16 	249
39353	虎寮潭	潭	330.29 	101.48 	657.73 	0.56 	14.56 	0.56 	360
19592	長潭	潭	334.64 	56.04 	900.96 	11.95 	23.15 	0.52 	195
19593	長潭	潭	334.79 	89.62 	459.58 	9.39 	15.50 	0.29 	195
12504	雙連潭	潭	335.63 	1469.07 	513.54 	0.93 	353.65 	0.05 	262
15649	草魚潭	潭	352.90 	41.78 	568.31 	1.19 	373.21 	0.02 	319
16983	鴨潭	潭	372.29 	3069.22 	533.22 	13.67 	4.16 	0.31 	289
16984	鴨潭	潭	372.29 	145.86 	515.39 	17.69 	529.23 	0.40 	289
31603	舊潭	潭	372.37 	226.77 	842.04 	16.30 	130.35 	0.01 	464
16722	舊武潭	潭	390.72 	285.77 	194.26 	0.47 	581.73 	0.01 	556
3184	射免潭	潭	392.39 	459.36 	167.34 	1.64 	29.07 	0.02 	393
3645	烏嘴長潭	潭	399.47 	85.76 	197.59 	6.91 	142.13 	0.11 	310
13447	外獅潭	潭	409.98 	14.21 	410.10 	1.24 	22.89 	0.02 	459
9800	大潭仔	潭	420.90 	317.37 	389.70 	5.29 	6.47 	0.24 	336
19924	青潭	潭	422.88 	62.74 	382.39 	1.45 	25.28 	0.18 	492
4607	雙連潭	潭	482.15 	73.26 	366.32 	1.48 	15.42 	0.02 	207
15828	石壁潭	潭	502.14 	269.61 	742.71 	15.41 	342.01 	0.02 	465
16723	舊武潭部落	潭	519.69 	390.69 	273.76 	0.97 	110.73 	0.10 	699
13918	青潭	潭	587.30 	197.87 	363.68 	12.28 	153.27 	0.07 	342
14817	大潭岩	潭	596.49 	1304.80 	211.11 	14.34 	41.08 	0.04 	348
17500	潭頭	潭	742.55 	47.05 	443.92 	10.19 	56.44 	0.01 	397
14768	石螺潭	潭	764.80 	25.08 	659.96 	1.24 	27.74 	0.01 	290
35427	潭南	潭	775.97 	242.29 	373.85 	1.54 	475.91 	0.18 	617
34449	潭南部落	潭	776.50 	352.44 	289.12 	4.52 	15.33 	0.25 	652
41207	鬼潭	潭	1359.92 	17.13 	883.76 	0.85 	8.76 	0.01 	787
9697	山員潭子	潭山	123.57 	119.21 	597.23 	30.03 	95.37 	0.23 	133
32855	山員潭仔	潭山	123.57 	5323.86 	158.23 	4.70 	627.45 	0.22 	133
23204	坪潭	潭坪	89.36 	17.06 	400.39 	12.25 	7.69 	0.45 	118
24291	頂潭	潭頂	4.25 	100.51 	406.95 	1.35 	24.86 	0.01 	4
24292	頂潭寮	潭頂	4.25 	119.19 	251.12 	5.53 	60.32 	0.08 	4
30899	頂潭	潭頂	4.25 	1071.66 	284.38 	0.41 	17.21 	0.02 	4
30900	頂潭寮	潭頂	4.25 	94.39 	348.06 	1.06 	73.71 	0.02 	4
25815	頂潭	潭頂	5.01 	76.25 	285.16 	8.13 	5.01 	0.01 	9
4351	頂路利潭	潭頂	5.71 	766.61 	388.20 	0.49 	3.91 	0.01 	4
11467	頂潭	潭頂	12.36 	50.16 	556.50 	1.00 	67.21 	0.46 	8
27013	頂潭仔	潭頂	16.83 	15078.91 	264.39 	12.63 	6.14 	0.01 	51
5071	潭頂	潭頂	18.43 	396.55 	434.71 	1.27 	15.59 	0.02 	16
38302	潭頂	潭頂	18.43 	2404.38 	208.15 	0.51 	8.86 	0.22 	16
26829	頂潭	潭頂	38.03 	561.04 	562.90 	19.71 	561.07 	0.11 	9
27014	頂潭仔	潭頂	177.55 	81.97 	208.81 	0.57 	25.98 	0.14 	25
21197	頂角潭	潭頂	220.54 	819.28 	400.99 	1.52 	65.93 	0.02 	36
30379	灣潭	潭灣	16.18 	38.06 	648.37 	1.30 	10.35 	0.02 	29
29593	灣潭	潭灣	16.21 	136.81 	278.08 	1.56 	17.11 	0.33 	29
33998	灣潭	潭灣	17.38 	71.88 	464.07 	1.39 	593.55 	0.05 	43
17492	潭仔灣	潭灣	21.89 	108.19 	322.95 	8.28 	154.20 	0.12 	129
12130	灣潭	潭灣	44.12 	4552.32 	255.38 	0.58 	25.15 	0.06 	34
28595	灣潭	潭灣	49.58 	115.84 	664.73 	2.26 	7.84 	0.06 	183
12131	灣潭仔	潭灣	55.50 	3156.00 	396.84 	1.69 	7.18 	0.01 	26
12132	灣潭仔	潭灣	85.06 	32.75 	880.62 	22.11 	127.57 	0.00 	160
24494	灣潭	潭灣	95.54 	70.67 	675.11 	2.14 	12.49 	0.24 	110
16484	灣潭	潭灣	108.31 	1807.21 	366.26 	4.96 	151.48 	0.22 	159
16485	灣潭	潭灣	108.31 	28.34 	455.12 	6.70 	10.85 	0.39 	159
31447	灣潭	潭灣	177.79 	291.42 	272.92 	0.42 	34.64 	0.01 	173
1828	灣潭	潭灣	195.31 	3303.96 	238.38 	43.06 	984.56 	0.88 	518
3792	灣潭	潭灣	240.10 	21.79 	812.14 	3.84 	92.88 	0.05 	299
12133	灣潭仔	潭灣	265.71 	52.56 	355.67 	0.94 	36.83 	0.02 	258
16511	灣潭尾	潭灣	293.24 	5412.80 	378.39 	13.88 	9.17 	0.01 	349
28015	灣潭	潭灣	481.11 	17.86 	188.88 	14.36 	6.81 	0.01 	285
16512	灣潭頂	潭灣頂	108.92 	933.40 	308.41 	1.54 	522.88 	0.12 	208
7124	灣潭、灣潭頂	潭灣頂	126.51 	128.38 	473.95 	18.34 	69.08 	0.02 	154
36753	灣潭、灣潭頂	潭灣頂	126.51 	27.94 	393.28 	11.72 	147.72 	0.01 	154
35716	頂灣潭	潭灣頂	177.40 	181.80 	328.54 	2.09 	5.61 	0.26 	25
8075	臺灣街	灣	0.17 	93.81 	407.44 	1.31 	116.52 	0.56 	5
37971	臺灣街	灣	0.17 	125.26 	259.08 	1.93 	8.04 	0.01 	5
19552	南灣	灣	1.08 	121.04 	810.36 	1.27 	18.45 	0.02 	10
22439	三寮灣	灣	2.38 	19.41 	1224.98 	1.85 	3.17 	0.03 	3
24094	三寮灣	灣	2.38 	10320.81 	226.39 	7.48 	125.19 	0.01 	3
22887	灣仔	灣	2.64 	374.75 	742.86 	12.07 	83.71 	0.06 	10
39119	吉古瑪灣	灣	3.27 	107.84 	327.34 	1.71 	7.51 	0.01 	18
25848	灣仔內	灣	3.56 	70.62 	379.34 	1.33 	17.37 	0.02 	512
39058	拿巴古灣	灣	4.38 	1220.11 	297.78 	0.54 	8.00 	0.03 	32
3520	大灣	灣	5.46 	15.85 	804.58 	0.49 	8.14 	0.01 	7
32375	大灣	灣	5.46 	209.17 	281.22 	0.44 	5.53 	0.26 	7
16508	灣子內	灣	5.59 	249.92 	469.96 	4.54 	5.34 	0.04 	10
25826	灣仔內	灣	5.59 	198.63 	380.08 	0.33 	82.74 	0.06 	10
18669	通灣海堤	灣	5.65 	115.52 	436.79 	1.08 	62.21 	0.01 	67
